Cliente;Asignación;Nº documento;Clase de documento;Fecha de documento;Fe.contabilización;Importe en moneda local;Referencia;Doc.compensación;Cuenta de mayor;Texto;ClaveSap
3068436191;202403271218120189;1800075095;XR;27/03/2024;27/03/2024;15470;0020B00023883;1400020108;1030000;;20240327-15470
3068436191;202403271000380169;1800075075;XR;27/03/2024;27/03/2024;16322,28;0020B00023863;1400020108;1030000;;20240327-16322,28
3068436191;202403271144460185;1800075091;XR;27/03/2024;27/03/2024;16510;0020B00023879;1400020108;1030000;;20240327-16510
3068436191;202403271004010170;1800075076;XR;27/03/2024;27/03/2024;16640;0020B00023864;1400020108;1030000;;20240327-16640
3068436191;202401221418372806;1800073894;XR;22/01/2024;22/01/2024;16965;0020B00023456;1400020108;1030000;;20240122-16965
3068436191;202403270957000168;1800075074;XR;27/03/2024;27/03/2024;20020;0020B00023862;1400020108;1030000;;20240327-20020
3068436191;202403271102070176;1800075082;XR;27/03/2024;27/03/2024;20475;0020B00023870;1400020108;1030000;;20240327-20475
3068436191;202402211254233448;1800074397;XR;21/02/2024;21/02/2024;23089,56;0020B00023612;1400020108;1030000;;20240221-23089,56
3068436191;202403271126460183;1800075089;XR;27/03/2024;27/03/2024;23797,28;0020B00023877;1400020108;1030000;;20240327-23797,28
3068436191;202403271215290188;1800075094;XR;27/03/2024;27/03/2024;24180;0020B00023882;1400020108;1030000;;20240327-24180
3068436191;202402211000543433;1800074382;XR;21/02/2024;21/02/2024;26750,243;0020B00023600;1400020108;1030000;;20240221-26750,24
3068436191;202403270857340165;1800075071;XR;27/03/2024;27/03/2024;28405;0020B00023859;1400020108;1030000;;20240327-28405
3068436191;202402211532453481;1800074426;XR;21/02/2024;21/02/2024;30463,68;0020B00023634;1400020108;1030000;;20240221-30463,68
3068436191;202402211522113479;1800074424;XR;21/02/2024;21/02/2024;45890;0020B00023632;1400020108;1030000;;20240221-45890
3068436191;202402081116363188;1800074201;XR;08/02/2024;08/02/2024;57313,368;0020B00023542;1400020108;1030000;;20240208-57313,37
3068436191;202402081120203189;1800074202;XR;08/02/2024;08/02/2024;58715,151;0020B00023543;1400020108;1030000;;20240208-58715,15
3068436191;202402081108003186;1800074199;XR;08/02/2024;08/02/2024;68122,15;0020B00023540;1400020108;1030000;;20240208-68122,15
3068436191;202402211437523469;1800074416;XR;21/02/2024;21/02/2024;74490;0020B00023627;1400020108;1030000;;20240221-74490
3068436191;202402081113173187;1800074200;XR;08/02/2024;08/02/2024;74622,361;0020B00023541;1400020108;1030000;;20240208-74622,36
3068436191;202402270924163635;1800074555;XR;27/02/2024;27/02/2024;90833,65;0020B00023711;1400020108;1030000;;20240227-90833,65
3068436191;202402081124293190;1800074203;XR;08/02/2024;08/02/2024;175735,552;0020B00023544;1400020108;1030000;;20240208-175735,55
3052276392;202401311042043051;1800074095;XR;31/01/2024;31/01/2024;390,82;0020B00023522;1400019609;1030000;;20240131-390,82
3052276392;202401030742162341;1800073524;XR;02/01/2024;02/01/2024;420,237;0020B00023329;1400019472;1030000;;20240102-420,24
3054674125;202401090747512483;1800073616;XR;09/01/2024;09/01/2024;557,812;0020A00013262;1400019574;1030000;;20240109-557,81
3371021054;202402201313193404;1800074360;XR;20/02/2024;20/02/2024;575,185;0020A00013512;1400019863;1030000;;20240220-575,19
3068715616;202402230925073585;1800074520;XR;23/02/2024;23/02/2024;585;0020B00023704;1400019958;1030000;;20240223-585
3067923210;202402201011073380;1800074345;XR;20/02/2024;20/02/2024;600;0127B00000050;;1030000;;20240220-600
3067923210;202402200932233376;1800074343;XR;20/02/2024;20/02/2024;600;0127B00000049;100056282;1030000;;20240220-600
3060495864;202401161543582645;1800073757;XR;16/01/2024;16/01/2024;638,724;0127A00000084;1400019790;1030000;;20240116-638,72
3052276392;202401030738352338;1800073521;XR;02/01/2024;02/01/2024;714,402;0020B00023332;1400019472;1030000;;20240102-714,4
3071185432;202403081053293911;1800074766;XR;08/03/2024;08/03/2024;717,512;0020A00013616;1400019910;1030000;;20240308-717,51
3071185432;202401120843452534;1800073660;XR;12/01/2024;12/01/2024;717,512;0020A00013291;1400019572;1030000;;20240112-717,51
500000;202403261341130153;1800075059;XR;26/03/2024;26/03/2024;825;0020B00023846;100059816;1030000;;20240326-825
3068522850;202402220915033508;1800074452;XR;22/02/2024;22/02/2024;936,16;0020B00023653;1400019934;1030000;;20240222-936,16
3060495864;202402211556303485;1800074430;XR;21/02/2024;21/02/2024;990,022;0020A00013531;1400019927;1030000;;20240221-990,02
3071587446;202403110935193938;1800074792;XR;11/03/2024;11/03/2024;1009,68;0049A00000837;1400019848;1030000;;20240311-1009,68
3065485516;202403121308343983;1800074834;XR;12/03/2024;12/03/2024;1101,43;0020A00013648;1400019994;1030000;;20240312-1101,43
3059035479;202404081642430395;1800075238;XR;18/03/2024;18/03/2024;1151,968;0020B00023797;1400019882;1030000;;20240318-1151,97
3068715616;202403270756260158;1800075064;XR;27/03/2024;27/03/2024;1235;0020B00023852;1400020156;1030000;;20240327-1235
3057176628;202401291413522935;1800073990;XR;29/01/2024;29/01/2024;1235;0127B00000044;1400020148;1030000;;20240129-1235
3068715616;202403261049410146;1800075052;XR;26/03/2024;26/03/2024;1235;0020B00023840;1400020156;1030000;;20240326-1235
3068715616;202403261130500148;1800075054;XR;26/03/2024;26/03/2024;1235;0020B00023842;1400020156;1030000;;20240326-1235
3068715616;202402230847563580;1800074515;XR;23/02/2024;23/02/2024;1235;0020B00023699;1400019958;1030000;;20240223-1235
3068522850;202402220901293504;1800074448;XR;22/02/2024;22/02/2024;1235;0020B00023649;1400019934;1030000;;20240222-1235
3068627333;202401251240502894;1800073957;XR;25/01/2024;25/01/2024;1235;0020B00023503;1400019827;1030000;;20240125-1235
3068715616;202402221404543547;1800074484;XR;22/02/2024;22/02/2024;1235;0020B00023680;1400019958;1030000;;20240222-1235
3370736658;202404081137590345;1800075206;XR;19/03/2024;19/03/2024;1235;0020A00013684;1400019936;1030000;;20240319-1235
3058520776;202403141258424079;1800074898;XR;14/03/2024;14/03/2024;1235;0020B00023773;1400019864;1030000;;20240314-1235
3068715616;202402221653313579;1800074514;XR;22/02/2024;22/02/2024;1235;0020B00023698;1400019958;1030000;;20240222-1235
3068715616;202401220858402779;1800073867;XR;22/01/2024;22/01/2024;1235;0020B00023436;1400019798;1030000;;20240122-1235
3050328286;202401171547422693;1800073800;XR;17/01/2024;17/01/2024;1235;0127B00000042;;1030000;;20240117-1235
3068627333;202403201434230019;1800074936;XR;20/03/2024;20/03/2024;1235;0020B00023818;1400020152;1030000;;20240320-1235
3068715616;202402221432113554;1800074490;XR;22/02/2024;22/02/2024;1235;0020B00023684;1400019958;1030000;;20240222-1235
3071160242;202403130946064007;1800074854;XR;13/03/2024;13/03/2024;1298,217;0020A00013652;1400020128;1030000;;20240313-1298,22
3052242816;202401180817382695;1800073802;XR;18/01/2024;18/01/2024;1345,823;0127A00000088;1400019613;1030000;;20240118-1345,82
3071185432;202403081025483907;1800074762;XR;08/03/2024;08/03/2024;1435,024;0020A00013612;1400019910;1030000;;20240308-1435,02
3071185432;202403081011463905;1800074760;XR;08/03/2024;08/03/2024;1435,024;0020A00013610;1400019910;1030000;;20240308-1435,02
3068715616;202403281441210220;1800075116;XR;24/01/2024;24/01/2024;1705,992;0020B00023495;1400019798;1030000;;20240124-1705,99
3071587446;202401291247102930;1800073988;XR;29/01/2024;29/01/2024;1812,245;0049A00000740;1400019621;1030000;;20240129-1812,25
3071522673;202401051051112414;1800073591;XR;05/01/2024;05/01/2024;1830,737;0049A00000703;1400019746;1030000;;20240105-1830,74
3054674125;202403111128373951;1800074805;XR;11/03/2024;11/03/2024;1863,458;0020A00013633;1400019884;1030000;;20240311-1863,46
3054584303;202401040926442388;1800073567;XR;04/01/2024;04/01/2024;1989,34;0049A00000692;1400019636;1030000;;20240104-1989,34
3370736658;202404081137490344;1800075205;XR;19/03/2024;19/03/2024;2015;0020A00013683;1400019936;1030000;;20240319-2015
3068627333;202401251337182899;1800073962;XR;25/01/2024;25/01/2024;2135;0020B00023508;1400019827;1030000;;20240125-2135
3071185432;202401121027102540;1800073666;XR;12/01/2024;12/01/2024;2152,536;0020A00013296;1400019572;1030000;;20240112-2152,54
3052276392;202401181058292713;1800073814;XR;18/01/2024;18/01/2024;2224,521;0020B00023408;1400019717;1030000;;20240118-2224,52
3068715616;202401191446302769;1800073857;XR;19/01/2024;19/01/2024;2275;0020B00023431;1400019798;1030000;;20240119-2275
3068715616;202401220905522781;1800073869;XR;22/01/2024;22/01/2024;2275;0020B00023438;1400019798;1030000;;20240122-2275
3068715616;202402221622333577;1800074512;XR;22/02/2024;22/02/2024;2405;0020B00023696;1400019958;1030000;;20240222-2405
3071185432;202404081132020327;1800075188;XR;01/03/2024;01/03/2024;2450,213;0020A00013592;1400019910;1030000;;20240301-2450,21
3071185432;202405060946360924;1800075623;XR;27/02/2024;27/02/2024;2450,213;0020A00013572;1400019909;1030000;;20240227-2450,21
3071185432;202405060946490925;1800075624;XR;27/02/2024;27/02/2024;2450,213;0020A00013573;1400019909;1030000;;20240227-2450,21
3371021054;202403050851383822;1800074692;XR;05/03/2024;05/03/2024;2462,209;0049A00000817;1400020841;1030000;;20240305-2462,21
3061445509;202402210936393428;1800074378;XR;21/02/2024;21/02/2024;2470;0127A00000095;1400019961;1030000;;20240221-2470
3370736658;202404081137430343;1800075204;XR;19/03/2024;19/03/2024;2470;0020A00013682;1400019936;1030000;;20240319-2470
3061445509;202402210941183429;1800074379;XR;21/02/2024;21/02/2024;2470;0020A00013522;1400019961;1030000;;20240221-2470
3065786442;202402090928503213;1800074224;XR;09/02/2024;09/02/2024;2470;0020A00013454;1400019795;1030000;;20240209-2470
3068436191;202403271153290186;1800075092;XR;27/03/2024;27/03/2024;2470;0020B00023880;1400020217;1030000;;20240327-2470
3068715616;202401220911502783;1800073871;XR;22/01/2024;22/01/2024;2470;0020B00023440;1400019798;1030000;;20240122-2470
3071701869;202402270912483634;1800074554;XR;27/02/2024;27/02/2024;2470;0135A00000022;1400019702;1030000;;20240227-2470
3058768853;202402211621143492;1800074436;XR;21/02/2024;21/02/2024;2470;0020B00023641;1400019825;1030000;;20240221-2470
3051731290;202401161405582638;1800073751;XR;16/01/2024;16/01/2024;2470;0020B00023385;1400019791;1030000;;20240116-2470
3068715616;202402221023183514;1800074458;XR;22/02/2024;22/02/2024;2470;0020B00023659;1400019958;1030000;;20240222-2470
3068715616;202401191458532773;1800073861;XR;19/01/2024;19/01/2024;2470;0020B00023435;1400019798;1030000;;20240119-2470
3068715616;202403270816550161;1800075067;XR;27/03/2024;27/03/2024;2470;0020B00023855;1400020156;1030000;;20240327-2470
3068715616;202401191448582770;1800073858;XR;19/01/2024;19/01/2024;2470;0020B00023432;1400019798;1030000;;20240119-2470
3068715616;202402230853293581;1800074516;XR;23/02/2024;23/02/2024;2470;0020B00023700;1400019958;1030000;;20240223-2470
3071522673;202401021154512335;1800073518;XR;02/01/2024;02/01/2024;2484,575;0049A00000680;1400019589;1030000;;20240102-2484,58
3068627333;202403201431000014;1800074935;XR;20/03/2024;20/03/2024;2500;0020B00023817;1400020152;1030000;;20240320-2500
3058666171;202401040920582386;1800073565;XR;04/01/2024;04/01/2024;2632,95;0049A00000691;1400019691;1030000;;20240104-2632,95
3071185432;202403061049153865;1800074733;XR;06/03/2024;06/03/2024;2641,056;0130A00000030;1400019910;1030000;;20240306-2641,06
3071185432;202404081130540325;1800075186;XR;01/03/2024;01/03/2024;2685,411;0020A00013590;1400019910;1030000;;20240301-2685,41
3059041263;202401161258572633;1800073746;XR;16/01/2024;16/01/2024;2700;0020A00013321;1400019635;1030000;;20240116-2700
3071544581;202401181148552717;1800073818;XR;18/01/2024;18/01/2024;2745,86;0049B00000372;1400019912;1030000;;20240118-2745,86
3371021054;202403121230083977;1800074828;XR;12/03/2024;12/03/2024;2753,561;0020A00013645;1400020841;1030000;;20240312-2753,56
3066150769;202401171006322660;1800073768;XR;17/01/2024;17/01/2024;2847,6;0020B00023395;1400019700;1030000;;20240117-2847,6
3054674125;202401090809212485;1800073618;XR;09/01/2024;09/01/2024;2871,721;0127A00000077;1400019574;1030000;;20240109-2871,72
3063619685;202403141147104073;1800074892;XR;14/03/2024;14/03/2024;3000;0020B00023770;1400019929;1030000;;20240314-3000
3068589307;202401291103042920;1800073979;XR;29/01/2024;29/01/2024;3127,28;0020B00023518;1400019709;1030000;;20240129-3127,28
3071522673;202402231533203611;1800074545;XR;23/02/2024;23/02/2024;3138,412;0049A00000804;1400020135;1030000;;20240223-3138,41
3371021054;202403121227563976;1800074827;XR;12/03/2024;12/03/2024;3326,684;0020A00013644;1400020841;1030000;;20240312-3326,68
3071185432;202404081132070328;1800075189;XR;01/03/2024;01/03/2024;3345,35;0020A00013593;1400019910;1030000;;20240301-3345,35
3066187671;202401160937262600;1800073713;XR;16/01/2024;16/01/2024;3380;0020A00013318;1400019797;1030000;;20240116-3380
3370736658;202402201648463420;1800074370;XR;20/02/2024;20/02/2024;3387,28;0020A00013516;1400019794;1030000;;20240220-3387,28
3068589307;202401291100432919;1800073978;XR;29/01/2024;29/01/2024;3387,28;0020B00023517;1400019709;1030000;;20240129-3387,28
3071185432;202401121105412547;1800073671;XR;12/01/2024;12/01/2024;3432;0127A00000080;1400019572;1030000;;20240112-3432
3071586250;202402270957443641;1800074561;XR;27/02/2024;27/02/2024;3445;0020A00013568;1400019965;1030000;;20240227-3445
3371021054;202402051435413106;1800074142;XR;05/02/2024;05/02/2024;3455,034;0049A00000755;1400019863;1030000;;20240205-3455,03
3371021054;202403121234493979;1800074830;XR;12/03/2024;12/03/2024;3598,998;0020A00013647;1400020841;1030000;;20240312-3599
3071522673;202402231523263608;1800074542;XR;23/02/2024;23/02/2024;3661,484;0049A00000801;1400019731;1030000;;20240223-3661,48
3066150769;202403150818274092;1800074909;XR;15/03/2024;15/03/2024;3705;0020B00023775;1400019826;1030000;;20240315-3705
3370736658;202401301106023030;1800074077;XR;30/01/2024;30/01/2024;3705;0020A00013400;1400019652;1030000;;20240130-3705
3071429214;202401031403442363;1800073542;XR;03/01/2024;03/01/2024;3772,738;0130B00000012;1400019721;1030000;;20240103-3772,74
3059326113;202401111451052528;1800073654;XR;11/01/2024;11/01/2024;3791,763;0020A00013285;1400019474;1030000;;20240111-3791,76
3071032528;202401111400132527;1800073653;XR;11/01/2024;11/01/2024;3791,763;0020A00013284;1400019630;1030000;;20240111-3791,76
3064657460;202402061048203133;1800074167;XR;02/02/2024;02/02/2024;3791,763;0135A00000020;100059126;1030000;;20240202-3791,76
3071522673;202402261518113629;1800074553;XR;26/02/2024;26/02/2024;3792,25;0049A00000806;1400020135;1030000;;20240226-3792,25
3371021054;202403131410584023;1800074862;XR;13/03/2024;13/03/2024;3872,019;0130A00000031;1400020841;1030000;;20240313-3872,02
3054666267;202403141100164065;1800074887;XR;14/03/2024;14/03/2024;3900;0020B00023767;1400019849;1030000;;20240314-3900
3059041263;202402201119483385;1800074350;XR;20/02/2024;20/02/2024;3900;0020A00013503;1400019865;1030000;;20240220-3900
3052276392;202401030741302340;1800073523;XR;02/01/2024;02/01/2024;3947,412;0020B00023330;1400019405;1030000;;20240102-3947,41
3068715616;202402221608583574;1800074509;XR;22/02/2024;22/02/2024;4160;0020B00023693;1400019958;1030000;;20240222-4160
3068715616;202402221549243571;1800074506;XR;22/02/2024;22/02/2024;4160;0020B00023690;1400019958;1030000;;20240222-4160
3068715616;202402221642583578;1800074513;XR;22/02/2024;22/02/2024;4192,76;0020B00023697;1400019958;1030000;;20240222-4192,76
3068210722;202403050825103817;1800074687;XR;05/03/2024;05/03/2024;4294;0049A00000813;1400019857;1030000;;20240305-4294
3371021054;202402051433343105;1800074141;XR;05/02/2024;05/02/2024;4328,719;0049A00000754;1400019863;1030000;;20240205-4328,72
3054666243;202401111124422519;1800073646;XR;11/01/2024;11/01/2024;4453,23;0020B00023346;1400020457;1030000;;20240111-4453,23
3071542152;202402221219333530;1800074473;XR;22/02/2024;22/02/2024;4500;0020A00013534;1400019854;1030000;;20240222-4500
3069156146;202402051522303116;1800074152;XR;05/02/2024;05/02/2024;4505,27;0049B00000385;1400019874;1030000;;20240205-4505,27
3071253433;202401051147322418;1800073595;XR;05/01/2024;05/01/2024;4626,158;0049A00000705;1400019701;1030000;;20240105-4626,16
3071587446;202402191405333350;1800074321;XR;19/02/2024;19/02/2024;4660,073;0049A00000782;1400019742;1030000;;20240219-4660,07
3071587446;202401111123302518;1800073645;XR;11/01/2024;11/01/2024;4660,074;0049A00000715;1400019583;1030000;;20240111-4660,07
3371021054;202402051438293107;1800074143;XR;05/02/2024;05/02/2024;4666,281;0049A00000756;1400019863;1030000;;20240205-4666,28
3058666171;202402051306083091;1800074127;XR;05/02/2024;05/02/2024;4680,8;0049A00000749;1400019856;1030000;;20240205-4680,8
3054666267;202403141107114066;1800074888;XR;14/03/2024;14/03/2024;4702,274;0020B00023768;1400019849;1030000;;20240314-4702,27
3071522673;202401111130422521;1800073648;XR;11/01/2024;11/01/2024;4707,625;0049A00000717;1400019591;1030000;;20240111-4707,620
3371549760;202402080755533165;1800074184;XR;08/02/2024;08/02/2024;4739,31;0049A00000773;1400019923;1030000;;20240208-4739,31
3370736658;202404081137270341;1800075202;XR;19/03/2024;19/03/2024;4745;0020A00013680;1400019936;1030000;;20240319-4745
3368626286;202401020825552312;1800073495;XR;02/01/2024;02/01/2024;4755,752;0020B00023324;1400019469;1030000;;20240102-4755,75
3059035479;202403061428093879;1800074747;XR;06/03/2024;06/03/2024;4921,337;0130B00000023;;1030000;;20240306-4921,34
3068522850;202402220910493507;1800074451;XR;22/02/2024;22/02/2024;5005;0020B00023652;1400019934;1030000;;20240222-5005
3068715616;202402221004063511;1800074455;XR;22/02/2024;22/02/2024;5070;0020B00023656;1400019958;1030000;;20240222-5070
3071522673;202403111145303953;1800074807;XR;11/03/2024;11/03/2024;5099,931;0049A00000839;1400020135;1030000;;20240311-5099,93
3067923210;202402051352493095;1800074131;XR;05/02/2024;05/02/2024;5115,655;0049B00000380;;1030000;;20240205-5115,66
3059035479;202401031141182351;1800073531;XR;03/01/2024;03/01/2024;5184,432;0049B00000352;1400019882;1030000;;20240103-5184,43
3059326113;202401111453292529;1800073655;XR;11/01/2024;11/01/2024;5237,753;0020A00013286;1400019475;1030000;;20240111-5237,75
3063619685;202401171001072659;1800073767;XR;17/01/2024;17/01/2024;5294,37;0020B00023394;1400019706;1030000;;20240117-5294,37
3051591148;202403281145330216;1800075112;XR;28/03/2024;28/03/2024;5308,472;0135A00000027;1400019813;1030000;;20240328-5308,47
3051591148;202403211045550036;1800074948;XR;21/03/2024;21/03/2024;5308,472;0135A00000024;1400019813;1030000;;20240321-5308,47
3071502459;202403201035130001;1800074925;XR;20/03/2024;20/03/2024;5308,472;0135A00000023;1400019782;1030000;;20240320-5308,47
3051591148;202403251620510110;1800075016;XR;25/03/2024;25/03/2024;5308,472;0135A00000025;1400019813;1030000;;20240325-5308,47
3071460387;202403251627080117;1800075023;XR;25/03/2024;25/03/2024;5308,472;0135A00000026;100056835;1030000;;20240325-5308,47
3071522673;202402191517323367;1800074335;XR;19/02/2024;19/02/2024;5361,461;0049A00000791;1400020135;1030000;;20240219-5361,46
3368626286;202402270933363636;1800074556;XR;27/02/2024;27/02/2024;5372,25;0020B00023712;100055984;1030000;;20240227-5372,25
3068715616;202402221207503528;1800074471;XR;22/02/2024;22/02/2024;5395;0020B00023672;1400019958;1030000;;20240222-5395
3071522673;202403111148033954;1800074808;XR;11/03/2024;11/03/2024;5439,92;0049A00000840;1400019880;1030000;;20240311-5439,92
3071522673;202401031211322355;1800073534;XR;03/01/2024;03/01/2024;5622,994;0049A00000681;1400019746;1030000;;20240103-5622,99
3068627333;202401251333502898;1800073961;XR;25/01/2024;25/01/2024;5735;0020B00023507;1400019827;1030000;;20240125-5735
3371021054;202403121232363978;1800074829;XR;12/03/2024;12/03/2024;5735,901;0020A00013646;1400020841;1030000;;20240312-5735,9
3068715616;202402221248153534;1800074476;XR;22/02/2024;22/02/2024;5784,504;0020B00023677;1400019958;1030000;;20240222-5784,5
3068715616;202402221011373512;1800074456;XR;22/02/2024;22/02/2024;6045;0020B00023657;1400019958;1030000;;20240222-6045
3068715616;202403270747570157;1800075063;XR;27/03/2024;27/03/2024;6175;0020B00023851;1400020156;1030000;;20240327-6175
3061445509;202402051417193101;1800074137;XR;05/02/2024;05/02/2024;6238,188;0049A00000751;1400019961;1030000;;20240205-6238,19
3068715616;202403261534460155;1800075061;XR;26/03/2024;26/03/2024;6240;0020B00023849;1400020156;1030000;;20240326-6240
2717011442;202403141450484086;1800074904;XR;14/03/2024;14/03/2024;6280;0049A00000842;1400019783;1030000;;20240314-6280
3067923210;202403120940283967;1800074818;XR;12/03/2024;12/03/2024;6325,796;0020B00023745;;1030000;;20240312-6325,8
3071522673;202401261149322916;1800073975;XR;26/01/2024;26/01/2024;6538,372;0049A00000735;1400019586;1030000;;20240126-6538,37
3071522673;202402191448333360;1800074328;XR;19/02/2024;19/02/2024;6558,552;0020A00013497;1400019880;1030000;;20240219-6558,55
