FECHA;REF.;LET.;SUC.;NUM.;DEBE;HABER;SALDO;CONCEPTO;EMPRESA;FECHA ENTREGA;ClaveCtaCtte
09/01/2024;FA;A;20;13264;93837,74;0;953137,096;FACTURACION DE SERVICIOS AL  2/01/2024;514 BAHIA SALUD S.R.L.;;20240109-93837,74
09/01/2024;FA;A;20;13265;22683,71;0;975820,806;FACTURACION DE SERVICIOS AL  3/01/2024;514 BAHIA SALUD S.R.L.;;20240109-22683,71
11/01/2024;FA;A;20;13271;12108,1;0;760865,235;FACTURACION DE SERVICIOS AL  4/01/2024;514 BAHIA SALUD S.R.L.;;20240111-12108,1
11/01/2024;FA;A;20;13272;12108,1;0;772973,331;FACTURACION DE SERVICIOS AL  5/01/2024;514 BAHIA SALUD S.R.L.;;20240111-12108,1
11/01/2024;FA;A;20;13273;12108,1;0;785081,427;FACTURACION DE SERVICIOS AL  3/01/2024;514 BAHIA SALUD S.R.L.;;20240111-12108,1
11/01/2024;FA;A;20;13274;72106,13;0;857187,559;FACTURACION DE SERVICIOS AL  2/01/2024;514 BAHIA SALUD S.R.L.;;20240111-72106,13
12/01/2024;FA;A;20;13301;12108,1;0;68551,478;FACTURACION DE SERVICIOS AL  1/01/2024;514 BAHIA SALUD S.R.L.;;20240112-12108,1
12/01/2024;FA;A;20;13302;12108,1;0;80659,574;FACTURACION DE SERVICIOS AL  2/01/2024;514 BAHIA SALUD S.R.L.;;20240112-12108,1
12/01/2024;FA;A;20;13303;12108,1;0;92767,67;FACTURACION DE SERVICIOS AL  3/01/2024;514 BAHIA SALUD S.R.L.;;20240112-12108,1
15/01/2024;FA;A;20;13304;12108,1;0;41077,707;FACTURACION DE SERVICIOS AL  1/01/2024;514 BAHIA SALUD S.R.L.;;20240115-12108,1
15/01/2024;FA;A;20;13305;7081,42;0;48159,124;FACTURACION DE SERVICIOS AL  2/01/2024;514 BAHIA SALUD S.R.L.;;20240115-7081,42
15/01/2024;FA;A;20;13306;35780,63;0;83939,752;FACTURACION DE SERVICIOS AL  3/01/2024;514 BAHIA SALUD S.R.L.;;20240115-35780,63
17/01/2024;FA;A;20;13334;12108,1;0;677346,318;FACTURACION DE SERVICIOS AL  1/01/2024;514 BAHIA SALUD S.R.L.;;20240117-12108,1
17/01/2024;FA;A;20;13335;12108,1;0;689454,414;FACTURACION DE SERVICIOS AL  2/01/2024;514 BAHIA SALUD S.R.L.;;20240117-12108,1
17/01/2024;FA;A;20;13336;12108,1;0;701562,51;FACTURACION DE SERVICIOS AL  3/01/2024;514 BAHIA SALUD S.R.L.;;20240117-12108,1
17/01/2024;FA;A;20;13337;28494,99;0;730057,501;FACTURACION DE SERVICIOS AL  4/01/2024;514 BAHIA SALUD S.R.L.;;20240117-28494,99
18/01/2024;FA;A;20;13348;12108,1;0;402258,412;FACTURACION DE SERVICIOS AL  1/01/2024;514 BAHIA SALUD S.R.L.;;20240118-12108,1
19/01/2024;FA;A;20;13359;45097;0;636572,409;FACTURACION DE SERVICIOS AL  1/01/2024;514 BAHIA SALUD S.R.L.;;20240119-45097
19/01/2024;FA;A;20;13360;24701,73;0;647552,895;FACTURACION DE SERVICIOS AL  2/01/2024;514 BAHIA SALUD S.R.L.;;20240119-24701,73
22/01/2024;FA;A;20;13361;196555,82;0;173206,279;FACTURACION DE SERVICIOS AL 28/01/2024;514 BAHIA SALUD S.R.L.;;20240122-196555,820
23/01/2024;FA;A;20;13373;93837,74;0;636554,727;FACTURACION DE SERVICIOS AL  1/01/2024;514 BAHIA SALUD S.R.L.;;20240123-93837,74
23/01/2024;FA;A;20;13374;58927,48;0;695482,209;FACTURACION DE SERVICIOS AL  2/01/2024;514 BAHIA SALUD S.R.L.;;20240123-58927,48
25/01/2024;FA;A;20;13382;56903,1;0;-27483,41;FACTURACION DE SERVICIOS AL  1/01/2024;514 BAHIA SALUD S.R.L.;;20240125-56903,1
25/01/2024;FA;A;20;13383;59062,28;0;31578,873;FACTURACION DE SERVICIOS AL  2/01/2024;514 BAHIA SALUD S.R.L.;;20240125-59062,28
25/01/2024;FA;A;20;13384;37818,43;0;69397,3;FACTURACION DE SERVICIOS AL  4/01/2024;514 BAHIA SALUD S.R.L.;;20240125-37818,43
25/01/2024;FA;A;20;13385;56903,1;0;126300,396;FACTURACION DE SERVICIOS AL  5/01/2024;514 BAHIA SALUD S.R.L.;;20240125-56903,1
25/01/2024;FA;A;20;13386;12108,1;0;138334,778;FACTURACION DE SERVICIOS AL  6/01/2024;514 BAHIA SALUD S.R.L.;;20240125-12108,1
29/01/2024;FA;A;20;13391;187675,49;0;424817,277;FACTURACION DE SERVICIOS AL  1/01/2024;514 BAHIA SALUD S.R.L.;;20240129-187675,49
29/01/2024;FA;A;20;13392;10090,08;0;434907,357;FACTURACION DE SERVICIOS AL  2/01/2024;514 BAHIA SALUD S.R.L.;;20240129-10090,08
30/01/2024;FA;A;20;13410;12108,1;0;991999,077;FACTURACION DE SERVICIOS AL  1/01/2024;514 BAHIA SALUD S.R.L.;;20240130-12108,1
30/01/2024;FA;A;20;13411;185657,47;0;177656,549;FACTURACION DE SERVICIOS AL  2/01/2024;514 BAHIA SALUD S.R.L.;;20240130-185657,47
30/01/2024;FA;A;20;13412;12108,1;0;189764,645;FACTURACION DE SERVICIOS AL  3/01/2024;514 BAHIA SALUD S.R.L.;;20240130-12108,1
31/01/2024;FA;A;20;13413;12108,1;0;963569,352;FACTURACION DE SERVICIOS AL  1/01/2024;514 BAHIA SALUD S.R.L.;;20240131-12108,1
31/01/2024;FA;A;20;13416;512340,75;0;562780,515;FACTURACION DE SERVICIOS AL 28/01/2024;514 BAHIA SALUD S.R.L.;;20240131-512340,75
31/01/2024;FA;A;20;13417;566710,57;0;129491,084;FACTURACION DE SERVICIOS AL 31/01/2024;514 BAHIA SALUD S.R.L.;;20240131-566710,57
01/02/2024;FA;A;20;13420;273940,72;0;539651,707;FACTURACION DE SERVICIOS AL  1/01/2024;514 BAHIA SALUD S.R.L.;;20240201-273940,72
02/02/2024;FA;A;20;13423;12108,1;0;679070,164;FACTURACION DE SERVICIOS AL  1/02/2024;514 BAHIA SALUD S.R.L.;;20240202-12108,1
05/02/2024;FA;A;20;13424;12108,1;0;794726,159;FACTURACION DE SERVICIOS AL  1/02/2024;514 BAHIA SALUD S.R.L.;;20240205-12108,1
05/02/2024;FA;A;20;13425;12593,63;0;807319,789;FACTURACION DE SERVICIOS AL  2/02/2024;514 BAHIA SALUD S.R.L.;;20240205-12593,63
06/02/2024;FA;A;20;13428;30063,48;0;199472,043;FACTURACION DE SERVICIOS AL  1/02/2024;514 BAHIA SALUD S.R.L.;;20240206-30063,48
06/02/2024;FA;A;20;13429;29242,26;0;228714,305;FACTURACION DE SERVICIOS AL  2/02/2024;514 BAHIA SALUD S.R.L.;;20240206-29242,26
07/02/2024;FA;A;20;13436;84772,61;0;799889,069;FACTURACION DE SERVICIOS AL  1/02/2024;514 BAHIA SALUD S.R.L.;;20240207-84772,61
08/02/2024;FA;A;20;13440;12108,1;0;900191,09;FACTURACION DE SERVICIOS AL  1/02/2024;514 BAHIA SALUD S.R.L.;;20240208-12108,1
08/02/2024;FA;A;20;13441;37818,43;0;938009,517;FACTURACION DE SERVICIOS AL  2/02/2024;514 BAHIA SALUD S.R.L.;;20240208-37818,43
08/02/2024;FA;A;20;13442;12108,1;0;950117,613;FACTURACION DE SERVICIOS AL  3/02/2024;514 BAHIA SALUD S.R.L.;;20240208-12108,1
08/02/2024;FA;A;20;13443;79444,95;0;29562,565;FACTURACION DE SERVICIOS AL  4/02/2024;514 BAHIA SALUD S.R.L.;;20240208-79444,95
08/02/2024;FA;A;20;13444;12108,1;0;41670,661;FACTURACION DE SERVICIOS AL  5/02/2024;514 BAHIA SALUD S.R.L.;;20240208-12108,1
08/02/2024;FA;A;20;13445;12108,1;0;53778,757;FACTURACION DE SERVICIOS AL  6/02/2024;514 BAHIA SALUD S.R.L.;;20240208-12108,1
08/02/2024;FA;A;20;13446;129960,23;0;183738,987;FACTURACION DE SERVICIOS AL  9/02/2024;514 BAHIA SALUD S.R.L.;;20240208-129960,23
14/02/2024;FA;A;20;13469;18404,91;0;882732,538;FACTURACION DE SERVICIOS AL  1/02/2024;514 BAHIA SALUD S.R.L.;;20240214-18404,91
14/02/2024;FA;A;20;13470;91819,73;0;974552,266;FACTURACION DE SERVICIOS AL  2/02/2024;514 BAHIA SALUD S.R.L.;;20240214-91819,73
14/02/2024;FA;A;20;13471;12108,1;0;986660,362;FACTURACION DE SERVICIOS AL  3/02/2024;514 BAHIA SALUD S.R.L.;;20240214-12108,1
14/02/2024;FA;A;20;13472;36929,69;0;23590,055;FACTURACION DE SERVICIOS AL  4/02/2024;514 BAHIA SALUD S.R.L.;;20240214-36929,69
14/02/2024;FA;A;20;13473;71740,47;0;95330,524;FACTURACION DE SERVICIOS AL  5/02/2024;514 BAHIA SALUD S.R.L.;;20240214-71740,47
14/02/2024;FA;A;20;13474;16386,9;0;111717,419;FACTURACION DE SERVICIOS AL  6/02/2024;514 BAHIA SALUD S.R.L.;;20240214-16386,900
16/02/2024;FA;A;20;13486;37818,43;0;450392,901;FACTURACION DE SERVICIOS AL  2/02/2024;514 BAHIA SALUD S.R.L.;;20240216-37818,43
16/02/2024;FA;A;20;13487;24292,46;0;474685,361;FACTURACION DE SERVICIOS AL  1/02/2024;514 BAHIA SALUD S.R.L.;;20240216-24292,46
19/02/2024;FA;A;20;13495;18404,91;0;425142,535;FACTURACION DE SERVICIOS AL  4/02/2024;514 BAHIA SALUD S.R.L.;;20240219-18404,91
19/02/2024;FA;A;20;13496;31484,08;0;456626,61;FACTURACION DE SERVICIOS AL  5/02/2024;514 BAHIA SALUD S.R.L.;;20240219-31484,08
19/02/2024;FA;A;20;13497;6558,55;0;463185,162;FACTURACION DE SERVICIOS AL  3/02/2024;514 BAHIA SALUD S.R.L.;;20240219-6558,55
19/02/2024;FA;A;20;13498;63119,49;0;526304,654;FACTURACION DE SERVICIOS AL  2/02/2024;514 BAHIA SALUD S.R.L.;;20240219-63119,49
19/02/2024;FA;A;20;13499;12108,1;0;538412,75;FACTURACION DE SERVICIOS AL  1/02/2024;514 BAHIA SALUD S.R.L.;;20240219-12108,1
21/02/2024;FA;A;20;13518;78908,01;0;377137,282;FACTURACION DE SERVICIOS AL 28/02/2024;514 BAHIA SALUD S.R.L.;;20240221-78908,01
23/02/2024;FA;A;20;13548;46819,39;0;630386,857;FACTURACION DE SERVICIOS AL  1/02/2024;514 BAHIA SALUD S.R.L.;;20240223-46819,39
23/02/2024;FA;A;20;13549;24701,73;0;655088,583;FACTURACION DE SERVICIOS AL  2/02/2024;514 BAHIA SALUD S.R.L.;;20240223-24701,73
23/02/2024;FA;A;20;13550;12108,1;0;667196,679;FACTURACION DE SERVICIOS AL  3/02/2024;514 BAHIA SALUD S.R.L.;;20240223-12108,1
23/02/2024;FA;A;20;13551;49926,52;0;717123,202;FACTURACION DE SERVICIOS AL  4/02/2024;514 BAHIA SALUD S.R.L.;;20240223-49926,52
23/02/2024;FA;A;20;13552;56081,88;0;773205,077;FACTURACION DE SERVICIOS AL  5/02/2024;514 BAHIA SALUD S.R.L.;;20240223-56081,880
23/02/2024;FA;A;20;13553;11698,83;0;784903,907;FACTURACION DE SERVICIOS AL  6/02/2024;514 BAHIA SALUD S.R.L.;;20240223-11698,83
23/02/2024;FA;A;20;13554;12108,1;0;797012,003;FACTURACION DE SERVICIOS AL  7/02/2024;514 BAHIA SALUD S.R.L.;;20240223-12108,1
23/02/2024;FA;A;20;13555;11698,83;0;808710,833;FACTURACION DE SERVICIOS AL  8/02/2024;514 BAHIA SALUD S.R.L.;;20240223-11698,83
23/02/2024;FA;A;20;13556;268028,23;0;76739,061;FACTURACION DE SERVICIOS AL  9/02/2024;514 BAHIA SALUD S.R.L.;;20240223-268028,23
23/02/2024;FA;A;20;13557;93837,74;0;170576,805;FACTURACION DE SERVICIOS AL 10/02/2024;514 BAHIA SALUD S.R.L.;;20240223-93837,74
26/02/2024;FA;A;20;13560;16648,63;0;355315,536;FACTURACION DE SERVICIOS AL  1/02/2024;514 BAHIA SALUD S.R.L.;;20240226-16648,63
26/02/2024;FA;A;20;13561;12108,1;0;350061,824;FACTURACION DE SERVICIOS AL  2/02/2024;514 BAHIA SALUD S.R.L.;;20240226-12108,1
26/02/2024;FA;A;20;13562;16648,63;0;346361,443;FACTURACION DE SERVICIOS AL  3/02/2024;514 BAHIA SALUD S.R.L.;;20240226-16648,63
26/02/2024;FA;A;20;13563;91819,73;0;417963,824;FACTURACION DE SERVICIOS AL  4/02/2024;514 BAHIA SALUD S.R.L.;;20240226-91819,73
27/02/2024;FA;A;20;13578;48394,04;0;541102,128;FACTURACION DE SERVICIOS AL  1/02/2024;514 BAHIA SALUD S.R.L.;;20240227-48394,04
27/02/2024;FA;A;20;13579;218988;0;696568,427;FACTURACION DE SERVICIOS AL 28/02/2024;514 BAHIA SALUD S.R.L.;;20240227-218988
28/02/2024;FA;A;20;13582;12108,1;0;-190377,955;FACTURACION DE SERVICIOS AL  2/02/2024;514 BAHIA SALUD S.R.L.;;20240228-12108,1
28/02/2024;FA;A;20;13583;12108,1;0;-178728,051;FACTURACION DE SERVICIOS AL  1/02/2024;514 BAHIA SALUD S.R.L.;;20240228-12108,1
29/02/2024;FA;A;20;13585;167192,63;0;640836,92;FACTURACION DE SERVICIOS AL  1/02/2024;514 BAHIA SALUD S.R.L.;;20240229-167192,63
04/03/2024;FA;A;20;13596;12108,1;0;640355,1;FACTURACION DE SERVICIOS AL  1/02/2024;514 BAHIA SALUD S.R.L.;;20240304-12108,1
11/03/2024;FA;A;20;13626;45229,35;0;961205,975;FACTURACION DE SERVICIOS AL  2/03/2024;514 BAHIA SALUD S.R.L.;;20240311-45229,35
11/03/2024;FA;A;20;13627;15740,53;0;976946,5;FACTURACION DE SERVICIOS AL  1/03/2024;514 BAHIA SALUD S.R.L.;;20240311-15740,53
11/03/2024;FA;A;20;13628;45254,01;0;22200,509;FACTURACION DE SERVICIOS AL  6/03/2024;514 BAHIA SALUD S.R.L.;;20240311-45254,01
11/03/2024;FA;A;20;13629;36991,15;0;59191,662;FACTURACION DE SERVICIOS AL  5/03/2024;514 BAHIA SALUD S.R.L.;;20240311-36991,15
11/03/2024;FA;A;20;13630;17831,9;0;77023,562;FACTURACION DE SERVICIOS AL  4/03/2024;514 BAHIA SALUD S.R.L.;;20240311-17831,9
11/03/2024;FA;A;20;13631;203426,59;0;280450,154;FACTURACION DE SERVICIOS AL  3/03/2024;514 BAHIA SALUD S.R.L.;;20240311-203426,59
11/03/2024;FA;A;20;13634;175774,72;0;495160,591;FACTURACION DE SERVICIOS AL 28/03/2024;514 BAHIA SALUD S.R.L.;;20240311-175774,72
13/03/2024;FA;A;20;13655;15740,53;0;205971,712;FACTURACION DE SERVICIOS AL  3/03/2024;514 BAHIA SALUD S.R.L.;;20240313-15740,53
13/03/2024;FA;A;20;13656;77915,6;0;283887,31;FACTURACION DE SERVICIOS AL  1/03/2024;514 BAHIA SALUD S.R.L.;;20240313-77915,6
13/03/2024;FA;A;20;13657;105060,98;0;388948,287;FACTURACION DE SERVICIOS AL  2/03/2024;514 BAHIA SALUD S.R.L.;;20240313-105060,98
14/03/2024;FA;A;20;13667;1148032,22;0;952214,714;FACTURACION DE SERVICIOS AL 28/02/2024;514 BAHIA SALUD S.R.L.;;20240314-1148032,22
15/03/2024;FA;A;20;13669;15740,53;0;186265,602;FACTURACION DE SERVICIOS AL  1/03/2024;514 BAHIA SALUD S.R.L.;;20240315-15740,53
18/03/2024;FA;A;20;13672;49163,96;0;81435,596;FACTURACION DE SERVICIOS AL  1/03/2024;514 BAHIA SALUD S.R.L.;;20240318-49163,96
18/03/2024;FA;A;20;13673;995638,24;0;77073,838;FACTURACION DE SERVICIOS AL 28/03/2024;514 BAHIA SALUD S.R.L.;;20240318-995638,24
20/03/2024;FA;A;20;13692;40298,11;0;-94095,309;FACTURACION DE SERVICIOS AL  1/03/2024;514 BAHIA SALUD S.R.L.;;20240320-40298,11
21/03/2024;FA;A;20;13693;139107,81;0;566810,605;FACTURACION DE SERVICIOS AL  1/03/2024;514 BAHIA SALUD S.R.L.;;20240321-139107,81
21/03/2024;FA;A;20;13694;15740,53;0;582551,13;FACTURACION DE SERVICIOS AL  2/03/2024;514 BAHIA SALUD S.R.L.;;20240321-15740,53
25/03/2024;FA;A;20;13701;21643,22;0;250352,833;FACTURACION DE SERVICIOS AL  1/03/2024;514 BAHIA SALUD S.R.L.;;20240325-21643,22
25/03/2024;FA;A;20;13702;13117,1;0;758868,737;FACTURACION DE SERVICIOS AL  2/03/2024;514 BAHIA SALUD S.R.L.;;20240325-13117,1
27/03/2024;FA;A;20;13703;1170633,15;0;411298,605;FACTURACION DE SERVICIOS AL 28/03/2024;514 BAHIA SALUD S.R.L.;;20240327-1170633,15
28/03/2024;FA;A;20;13705;23926,39;0;-70407,942;FACTURACION DE SERVICIOS AL  1/03/2024;514 BAHIA SALUD S.R.L.;;20240328-23926,39
28/03/2024;FA;A;20;13706;15740,53;0;-54667,417;FACTURACION DE SERVICIOS AL  2/03/2024;514 BAHIA SALUD S.R.L.;;20240328-15740,53
02/01/2024;FA;B;20;23323;20579467,1;0;223967,103;FACTURACION DE SERVICIOS AL 28/01/2024;74 O.S. E.F.;;20240102-20579467,1
02/01/2024;FA;B;20;23326;13562,64;0;123173,377;FACTURACION DE SERVICIOS AL 28/01/2024;200 PARTICULARES;;20240102-13562,64
02/01/2024;FA;B;20;23327;20568,41;0;143741,789;FACTURACION DE SERVICIOS AL 28/01/2024;200 PARTICULARES;;20240102-20568,41
02/01/2024;FA;B;20;23328;20668,41;0;164410,201;FACTURACION DE SERVICIOS AL 28/01/2024;200 PARTICULARES;;20240102-20668,41
02/01/2024;FA;B;20;23334;249022,09;0;376339,371;FACTURACION DE SERVICIOS AL 28/01/2024;49 PAMI - I.N.S.S.J.P.-USH;;20240102-249022,09
02/01/2024;FA;B;20;23333;8442893,28;0;819232,652;FACTURACION DE SERVICIOS AL 28/01/2024;49 PAMI - I.N.S.S.J.P.-USH;;20240102-8442893,28
02/01/2024;FA;B;20;23332;714,4;0;819947,054;FACTURACION DE SERVICIOS AL 28/01/2024;49 PAMI - I.N.S.S.J.P.-USH;;20240102-714,4
02/01/2024;FA;B;20;23331;1651756,32;0;471703,372;FACTURACION DE SERVICIOS AL 28/01/2024;49 PAMI - I.N.S.S.J.P.-USH;;20240102-1651756,32
02/01/2024;FA;B;20;23330;3947,41;0;475650,784;FACTURACION DE SERVICIOS AL 28/01/2024;49 PAMI - I.N.S.S.J.P.-USH;;20240102-3947,41
02/01/2024;FA;B;20;23329;420,24;0;476071,021;FACTURACION DE SERVICIOS AL 28/01/2024;49 PAMI - I.N.S.S.J.P.-USH;;20240102-420,24
02/01/2024;FA;B;20;23325;13562,64;0;489633,661;FACTURACION DE SERVICIOS AL 28/01/2024;200 PARTICULARES;;20240102-13562,64
04/01/2024;FA;B;20;23335;350000;0;335345,651;FACTURACION DE SERVICIOS AL 28/01/2024;200 PARTICULARES;;20240104-350000
05/01/2024;FA;B;20;23336;1195786,2;0;607413,491;FACTURACION DE SERVICIOS AL 28/01/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;;20240105-1195786,2
05/01/2024;FA;B;20;23337;849979,83;0;343971,635;FACTURACION DE SERVICIOS AL 28/01/2024;200 PARTICULARES;;20240105-849979,83
08/01/2024;FA;B;20;23338;13560;0;258910,063;FACTURACION DE SERVICIOS AL 28/01/2024;200 PARTICULARES;;20240108-13560
08/01/2024;FA;B;20;23339;13562,64;0;272472,703;FACTURACION DE SERVICIOS AL 28/01/2024;200 PARTICULARES;;20240108-13562,64
08/01/2024;FA;B;20;23340;28795,57;0;301268,275;FACTURACION DE SERVICIOS AL 28/01/2024;200 PARTICULARES;;20240108-28795,57
08/01/2024;FA;B;20;23341;13562,64;0;314830,915;FACTURACION DE SERVICIOS AL 28/01/2024;200 PARTICULARES;;20240108-13562,64
09/01/2024;FA;A;20;13270;31253,95;0;101196,871;FACTURACION DE SERVICIOS AL  7/01/2024;199 PAX & CREW S.R.L.;;20240109-31253,95
10/01/2024;FA;B;20;23342;22625548,68;0;181936,492;FACTURACION DE SERVICIOS AL 28/01/2024;74 O.S. E.F.;;20240110-22625548,68
11/01/2024;FA;B;20;23343;18576380,73;0;396387,169;FACTURACION DE SERVICIOS AL 28/01/2024;74 O.S. E.F.;;20240111-18576380,73
11/01/2024;FA;B;20;23344;13560;0;409947,169;FACTURACION DE SERVICIOS AL 28/01/2024;200 PARTICULARES;;20240111-13560
11/01/2024;FA;B;20;23345;324164,03;0;734111,2;FACTURACION DE SERVICIOS AL 28/01/2024;200 PARTICULARES;;20240111-324164,03
11/01/2024;FA;A;20;13281;11843,24;0;307087,992;FACTURACION DE SERVICIOS AL  1/01/2024;376 NEW SAN SA;;20240111-11843,24
11/01/2024;FA;A;20;13282;8182,04;0;315270,03;FACTURACION DE SERVICIOS AL  2/01/2024;376 NEW SAN SA;;20240111-8182,04
11/01/2024;FA;A;20;13283;5207,38;0;320477,413;FACTURACION DE SERVICIOS AL  4/01/2024;399 BANCO T.D.F.;;20240111-5207,38
11/01/2024;FA;A;20;13284;3791,76;0;324269,176;FACTURACION DE SERVICIOS AL  4/01/2024;511 SANATORIUM S.A.;;20240111-3791,76
11/01/2024;FA;A;20;13285;3791,76;0;328060,939;FACTURACION DE SERVICIOS AL  4/01/2024;418 IMPORTADORA COMERCIAL FUEGUINA S.R.L.;;20240111-3791,76
11/01/2024;FA;A;20;13286;5237,75;0;333298,692;FACTURACION DE SERVICIOS AL  3/01/2024;418 IMPORTADORA COMERCIAL FUEGUINA S.R.L.;;20240111-5237,75
11/01/2024;FA;A;20;13287;24000;0;357298,692;FACTURACION DE SERVICIOS AL  2/01/2024;418 IMPORTADORA COMERCIAL FUEGUINA S.R.L.;;20240111-24000
15/01/2024;FA;B;20;23353;263494,2;0;485110,184;FACTURACION DE SERVICIOS AL 28/01/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;;20240115-263494,2
15/01/2024;FA;B;20;23354;416043,85;0;901154,036;FACTURACION DE SERVICIOS AL 28/01/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;;20240115-416043,85
16/01/2024;FA;B;20;23384;155472,65;0;525018,346;FACTURACION DE SERVICIOS AL 28/01/2024;49 PAMI - I.N.S.S.J.P.-USH;;20240116-155472,64
17/01/2024;FA;B;20;23400;255800;0;302937,022;FACTURACION DE SERVICIOS AL 28/01/2024;200 PARTICULARES;;20240117-255800
17/01/2024;FA;B;20;23401;125000;0;427937,022;FACTURACION DE SERVICIOS AL 28/01/2024;200 PARTICULARES;;20240117-125000
18/01/2024;FA;B;20;23410;5988171,43;0;477976,726;FACTURACION DE SERVICIOS AL 28/01/2024;49 PAMI - I.N.S.S.J.P.-USH;;20240118-5988171,43
18/01/2024;FA;B;20;23409;2888794,5;0;366771,23;FACTURACION DE SERVICIOS AL 28/01/2024;49 PAMI - I.N.S.S.J.P.-USH;;20240118-2888794,5
18/01/2024;FA;B;20;23408;2224,52;0;368995,751;FACTURACION DE SERVICIOS AL 28/01/2024;49 PAMI - I.N.S.S.J.P.-USH;;20240118-2224,52
18/01/2024;FA;B;20;23407;8601,16;0;377596,907;FACTURACION DE SERVICIOS AL 28/01/2024;49 PAMI - I.N.S.S.J.P.-USH;;20240118-8601,16
19/01/2024;FA;A;20;13355;2210;0;699141,351;FACTURACION DE SERVICIOS AL 17/01/2024;394 SIPREM S.R.L.;;20240119-2210
19/01/2024;FA;A;20;13356;2470;0;701611,351;FACTURACION DE SERVICIOS AL  6/01/2024;568 POPPER S.A;;20240119-2470
