FECHA,TIPO DE DOCUMENTO,TIPO DE FACTURA,NUMERO DE SUCURSAL,NUMERO DE FACTURA,IVA,DEBE,HABER,PAGOS,SALDO,CONCEPTO,COMENTARIO,EMPRESA,FECHA ENTREGA
"miércoles, 14 de febrero de 2024",FA,A,20,13469,0,"18404,911",0,0,"882732,538",FACTURACION DE SERVICIOS AL  1/02/2024,,514 BAHIA SALUD S.R.L.,
"miércoles, 14 de febrero de 2024",FA,A,20,13470,0,"91819,728",0,0,"974552,266",FACTURACION DE SERVICIOS AL  2/02/2024,,514 BAHIA SALUD S.R.L.,
"miércoles, 14 de febrero de 2024",FA,A,20,13471,0,"12108,096",0,0,"986660,362",FACTURACION DE SERVICIOS AL  3/02/2024,,514 BAHIA SALUD S.R.L.,
"miércoles, 14 de febrero de 2024",FA,A,20,13472,0,"36929,693",0,0,"23590,055",FACTURACION DE SERVICIOS AL  4/02/2024,,514 BAHIA SALUD S.R.L.,
"miércoles, 14 de febrero de 2024",FA,A,20,13473,0,"71740,469",0,0,"95330,524",FACTURACION DE SERVICIOS AL  5/02/2024,,514 BAHIA SALUD S.R.L.,
"miércoles, 14 de febrero de 2024",FA,A,20,13474,0,"16386,895",0,0,"111717,419",FACTURACION DE SERVICIOS AL  6/02/2024,,514 BAHIA SALUD S.R.L.,
"viernes, 16 de febrero de 2024",FA,A,20,13486,0,"37818,427",0,0,"450392,901",FACTURACION DE SERVICIOS AL  2/02/2024,,514 BAHIA SALUD S.R.L.,
"viernes, 16 de febrero de 2024",FA,A,20,13487,0,"24292,46",0,0,"474685,361",FACTURACION DE SERVICIOS AL  1/02/2024,,514 BAHIA SALUD S.R.L.,
"lunes, 19 de febrero de 2024",FA,A,20,13495,0,"18404,911",0,0,"425142,535",FACTURACION DE SERVICIOS AL  4/02/2024,,514 BAHIA SALUD S.R.L.,
"lunes, 19 de febrero de 2024",FA,A,20,13496,0,"31484,075",0,0,"456626,61",FACTURACION DE SERVICIOS AL  5/02/2024,,514 BAHIA SALUD S.R.L.,
"lunes, 19 de febrero de 2024",FA,A,20,13497,0,"6558,552",0,0,"463185,162",FACTURACION DE SERVICIOS AL  3/02/2024,,514 BAHIA SALUD S.R.L.,
"lunes, 19 de febrero de 2024",FA,A,20,13498,0,"63119,492",0,0,"526304,654",FACTURACION DE SERVICIOS AL  2/02/2024,,514 BAHIA SALUD S.R.L.,
"lunes, 19 de febrero de 2024",FA,A,20,13499,0,"12108,096",0,0,"538412,75",FACTURACION DE SERVICIOS AL  1/02/2024,,514 BAHIA SALUD S.R.L.,
"miércoles, 21 de febrero de 2024",FA,A,20,13518,0,"78908,012",0,0,"377137,282",FACTURACION DE SERVICIOS AL 28/02/2024,,514 BAHIA SALUD S.R.L.,
"viernes, 23 de febrero de 2024",FA,A,20,13548,0,"46819,386",0,0,"630386,857",FACTURACION DE SERVICIOS AL  1/02/2024,,514 BAHIA SALUD S.R.L.,
"viernes, 23 de febrero de 2024",FA,A,20,13549,0,"24701,726",0,0,"655088,583",FACTURACION DE SERVICIOS AL  2/02/2024,,514 BAHIA SALUD S.R.L.,
"viernes, 23 de febrero de 2024",FA,A,20,13550,0,"12108,096",0,0,"667196,679",FACTURACION DE SERVICIOS AL  3/02/2024,,514 BAHIA SALUD S.R.L.,
"viernes, 23 de febrero de 2024",FA,A,20,13551,0,"49926,523",0,0,"717123,202",FACTURACION DE SERVICIOS AL  4/02/2024,,514 BAHIA SALUD S.R.L.,
"viernes, 23 de febrero de 2024",FA,A,20,13552,0,"56081,875",0,0,"773205,077",FACTURACION DE SERVICIOS AL  5/02/2024,,514 BAHIA SALUD S.R.L.,
"viernes, 23 de febrero de 2024",FA,A,20,13553,0,"11698,83",0,0,"784903,907",FACTURACION DE SERVICIOS AL  6/02/2024,,514 BAHIA SALUD S.R.L.,
"viernes, 23 de febrero de 2024",FA,A,20,13554,0,"12108,096",0,0,"797012,003",FACTURACION DE SERVICIOS AL  7/02/2024,,514 BAHIA SALUD S.R.L.,
"viernes, 23 de febrero de 2024",FA,A,20,13555,0,"11698,83",0,0,"808710,833",FACTURACION DE SERVICIOS AL  8/02/2024,,514 BAHIA SALUD S.R.L.,
"viernes, 23 de febrero de 2024",FA,A,20,13556,0,"268028,228",0,0,"76739,061",FACTURACION DE SERVICIOS AL  9/02/2024,,514 BAHIA SALUD S.R.L.,
"viernes, 23 de febrero de 2024",FA,A,20,13557,0,"93837,744",0,0,"170576,805",FACTURACION DE SERVICIOS AL 10/02/2024,,514 BAHIA SALUD S.R.L.,
"lunes, 26 de febrero de 2024",FA,A,20,13560,0,"16648,632",0,0,"355315,536",FACTURACION DE SERVICIOS AL  1/02/2024,,514 BAHIA SALUD S.R.L.,
"lunes, 26 de febrero de 2024",FA,A,20,13561,0,"12108,096",0,0,"350061,824",FACTURACION DE SERVICIOS AL  2/02/2024,,514 BAHIA SALUD S.R.L.,
"lunes, 26 de febrero de 2024",FA,A,20,13562,0,"16648,632",0,0,"346361,443",FACTURACION DE SERVICIOS AL  3/02/2024,,514 BAHIA SALUD S.R.L.,
"lunes, 26 de febrero de 2024",FA,A,20,13563,0,"91819,728",0,0,"417963,824",FACTURACION DE SERVICIOS AL  4/02/2024,,514 BAHIA SALUD S.R.L.,
"martes, 27 de febrero de 2024",FA,A,20,13578,0,"48394,041",0,0,"541102,128",FACTURACION DE SERVICIOS AL  1/02/2024,,514 BAHIA SALUD S.R.L.,
"martes, 27 de febrero de 2024",FA,A,20,13579,0,"218988,004",0,0,"696568,427",FACTURACION DE SERVICIOS AL 28/02/2024,,514 BAHIA SALUD S.R.L.,
"miércoles, 28 de febrero de 2024",FA,A,20,13582,0,"12108,096",0,0,"-190377,955",FACTURACION DE SERVICIOS AL  2/02/2024,,514 BAHIA SALUD S.R.L.,
"miércoles, 28 de febrero de 2024",FA,A,20,13583,0,"12108,096",0,0,"-178728,051",FACTURACION DE SERVICIOS AL  1/02/2024,,514 BAHIA SALUD S.R.L.,
"jueves, 29 de febrero de 2024",FA,A,20,13585,0,"167192,626",0,0,"640836,92",FACTURACION DE SERVICIOS AL  1/02/2024,,514 BAHIA SALUD S.R.L.,
"lunes, 4 de marzo de 2024",FA,A,20,13596,0,"12108,096",0,0,"640355,1",FACTURACION DE SERVICIOS AL  1/02/2024,,514 BAHIA SALUD S.R.L.,
"lunes, 11 de marzo de 2024",FA,A,20,13626,0,"45229,349",0,0,"961205,975",FACTURACION DE SERVICIOS AL  2/03/2024,,514 BAHIA SALUD S.R.L.,
"lunes, 11 de marzo de 2024",FA,A,20,13627,0,"15740,525",0,0,"976946,5",FACTURACION DE SERVICIOS AL  1/03/2024,,514 BAHIA SALUD S.R.L.,
"lunes, 11 de marzo de 2024",FA,A,20,13628,0,"45254,009",0,0,"22200,509",FACTURACION DE SERVICIOS AL  6/03/2024,,514 BAHIA SALUD S.R.L.,
"lunes, 11 de marzo de 2024",FA,A,20,13629,0,"36991,153",0,0,"59191,662",FACTURACION DE SERVICIOS AL  5/03/2024,,514 BAHIA SALUD S.R.L.,
"lunes, 11 de marzo de 2024",FA,A,20,13630,0,"17831,9",0,0,"77023,562",FACTURACION DE SERVICIOS AL  4/03/2024,,514 BAHIA SALUD S.R.L.,
"lunes, 11 de marzo de 2024",FA,A,20,13631,0,"203426,592",0,0,"280450,154",FACTURACION DE SERVICIOS AL  3/03/2024,,514 BAHIA SALUD S.R.L.,
"lunes, 11 de marzo de 2024",FA,A,20,13634,0,"175774,724",0,0,"495160,591",FACTURACION DE SERVICIOS AL 28/03/2024,,514 BAHIA SALUD S.R.L.,
"miércoles, 13 de marzo de 2024",FA,A,20,13655,0,"15740,525",0,0,"205971,712",FACTURACION DE SERVICIOS AL  3/03/2024,,514 BAHIA SALUD S.R.L.,
"miércoles, 13 de marzo de 2024",FA,A,20,13656,0,"77915,598",0,0,"283887,31",FACTURACION DE SERVICIOS AL  1/03/2024,,514 BAHIA SALUD S.R.L.,
"miércoles, 13 de marzo de 2024",FA,A,20,13657,0,"105060,977",0,0,"388948,287",FACTURACION DE SERVICIOS AL  2/03/2024,,514 BAHIA SALUD S.R.L.,
"jueves, 14 de marzo de 2024",FA,A,20,13667,0,"1148032,216",0,0,"952214,714",FACTURACION DE SERVICIOS AL 28/02/2024,,514 BAHIA SALUD S.R.L.,
"viernes, 15 de marzo de 2024",FA,A,20,13669,0,"15740,525",0,0,"186265,602",FACTURACION DE SERVICIOS AL  1/03/2024,,514 BAHIA SALUD S.R.L.,
"lunes, 18 de marzo de 2024",FA,A,20,13672,0,"49163,955",0,0,"81435,596",FACTURACION DE SERVICIOS AL  1/03/2024,,514 BAHIA SALUD S.R.L.,
"lunes, 18 de marzo de 2024",FA,A,20,13673,0,"995638,242",0,0,"77073,838",FACTURACION DE SERVICIOS AL 28/03/2024,,514 BAHIA SALUD S.R.L.,
"miércoles, 20 de marzo de 2024",FA,A,20,13692,0,"40298,105",0,0,"-94095,309",FACTURACION DE SERVICIOS AL  1/03/2024,,514 BAHIA SALUD S.R.L.,
"jueves, 21 de marzo de 2024",FA,A,20,13693,0,"139107,808",0,0,"566810,605",FACTURACION DE SERVICIOS AL  1/03/2024,,514 BAHIA SALUD S.R.L.,
"jueves, 21 de marzo de 2024",FA,A,20,13694,0,"15740,525",0,0,"582551,13",FACTURACION DE SERVICIOS AL  2/03/2024,,514 BAHIA SALUD S.R.L.,
"lunes, 25 de marzo de 2024",FA,A,20,13701,0,"21643,222",0,0,"250352,833",FACTURACION DE SERVICIOS AL  1/03/2024,,514 BAHIA SALUD S.R.L.,
"lunes, 25 de marzo de 2024",FA,A,20,13702,0,"13117,104",0,0,"758868,737",FACTURACION DE SERVICIOS AL  2/03/2024,,514 BAHIA SALUD S.R.L.,
"miércoles, 27 de marzo de 2024",FA,A,20,13703,0,"1170633,149",0,0,"411298,605",FACTURACION DE SERVICIOS AL 28/03/2024,,514 BAHIA SALUD S.R.L.,
"jueves, 28 de marzo de 2024",FA,A,20,13705,0,"23926,385",0,0,"-70407,942",FACTURACION DE SERVICIOS AL  1/03/2024,,514 BAHIA SALUD S.R.L.,
"jueves, 28 de marzo de 2024",FA,A,20,13706,0,"15740,525",0,0,"-54667,417",FACTURACION DE SERVICIOS AL  2/03/2024,,514 BAHIA SALUD S.R.L.,
"martes, 2 de enero de 2024",FA,B,20,23323,0,"20579467,1",0,0,"223967,103",FACTURACION DE SERVICIOS AL 28/01/2024,,74 O.S. E.F.,
"martes, 2 de enero de 2024",FA,B,20,23326,0,"13562,64",0,0,"123173,377",FACTURACION DE SERVICIOS AL 28/01/2024,,200 PARTICULARES,
"martes, 2 de enero de 2024",FA,B,20,23327,0,"20568,412",0,0,"143741,789",FACTURACION DE SERVICIOS AL 28/01/2024,,200 PARTICULARES,
"martes, 2 de enero de 2024",FA,B,20,23328,0,"20668,412",0,0,"164410,201",FACTURACION DE SERVICIOS AL 28/01/2024,,200 PARTICULARES,
"martes, 2 de enero de 2024",FA,B,20,23334,0,"249022,088",0,0,"376339,371",FACTURACION DE SERVICIOS AL 28/01/2024,,49 PAMI - I.N.S.S.J.P.-USH,
"martes, 2 de enero de 2024",FA,B,20,23333,0,"8442893,281",0,0,"819232,652",FACTURACION DE SERVICIOS AL 28/01/2024,,49 PAMI - I.N.S.S.J.P.-USH,
"martes, 2 de enero de 2024",FA,B,20,23332,0,"714,402",0,0,"819947,054",FACTURACION DE SERVICIOS AL 28/01/2024,,49 PAMI - I.N.S.S.J.P.-USH,
"martes, 2 de enero de 2024",FA,B,20,23331,0,"1651756,318",0,0,"471703,372",FACTURACION DE SERVICIOS AL 28/01/2024,,49 PAMI - I.N.S.S.J.P.-USH,
"martes, 2 de enero de 2024",FA,B,20,23330,0,"3947,412",0,0,"475650,784",FACTURACION DE SERVICIOS AL 28/01/2024,,49 PAMI - I.N.S.S.J.P.-USH,
"martes, 2 de enero de 2024",FA,B,20,23329,0,"420,237",0,0,"476071,021",FACTURACION DE SERVICIOS AL 28/01/2024,,49 PAMI - I.N.S.S.J.P.-USH,
"martes, 2 de enero de 2024",FA,B,20,23325,0,"13562,64",0,0,"489633,661",FACTURACION DE SERVICIOS AL 28/01/2024,,200 PARTICULARES,
"jueves, 4 de enero de 2024",FA,B,20,23335,0,350000,0,0,"335345,651",FACTURACION DE SERVICIOS AL 28/01/2024,,200 PARTICULARES,
"viernes, 5 de enero de 2024",FA,B,20,23336,0,"1195786,203",0,0,"607413,491",FACTURACION DE SERVICIOS AL 28/01/2024,,46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO,
"viernes, 5 de enero de 2024",FA,B,20,23337,0,"849979,827",0,0,"343971,635",FACTURACION DE SERVICIOS AL 28/01/2024,,200 PARTICULARES,
"lunes, 8 de enero de 2024",FA,B,20,23338,0,13560,0,0,"258910,063",FACTURACION DE SERVICIOS AL 28/01/2024,,200 PARTICULARES,
"lunes, 8 de enero de 2024",FA,B,20,23339,0,"13562,64",0,0,"272472,703",FACTURACION DE SERVICIOS AL 28/01/2024,,200 PARTICULARES,
"lunes, 8 de enero de 2024",FA,B,20,23340,0,"28795,572",0,0,"301268,275",FACTURACION DE SERVICIOS AL 28/01/2024,,200 PARTICULARES,
"lunes, 8 de enero de 2024",FA,B,20,23341,0,"13562,64",0,0,"314830,915",FACTURACION DE SERVICIOS AL 28/01/2024,,200 PARTICULARES,
"martes, 9 de enero de 2024",FA,A,20,13270,0,"31253,949",0,0,"101196,871",FACTURACION DE SERVICIOS AL  7/01/2024,,199 PAX & CREW S.R.L.,
"miércoles, 10 de enero de 2024",FA,B,20,23342,0,"22625548,68",0,0,"181936,492",FACTURACION DE SERVICIOS AL 28/01/2024,,74 O.S. E.F.,
"jueves, 11 de enero de 2024",FA,B,20,23343,0,"18576380,73",0,0,"396387,169",FACTURACION DE SERVICIOS AL 28/01/2024,,74 O.S. E.F.,
"jueves, 11 de enero de 2024",FA,B,20,23344,0,13560,0,0,"409947,169",FACTURACION DE SERVICIOS AL 28/01/2024,,200 PARTICULARES,
"jueves, 11 de enero de 2024",FA,B,20,23345,0,"324164,031",0,0,"734111,2",FACTURACION DE SERVICIOS AL 28/01/2024,,200 PARTICULARES,
"jueves, 11 de enero de 2024",FA,A,20,13281,0,"11843,236",0,0,"307087,992",FACTURACION DE SERVICIOS AL  1/01/2024,,376 NEW SAN SA,
"jueves, 11 de enero de 2024",FA,A,20,13282,0,"8182,038",0,0,"315270,03",FACTURACION DE SERVICIOS AL  2/01/2024,,376 NEW SAN SA,
"jueves, 11 de enero de 2024",FA,A,20,13283,0,"5207,383",0,0,"320477,413",FACTURACION DE SERVICIOS AL  4/01/2024,,399 BANCO T.D.F.,
