FECHA;REF.;LET.;SUC.;NUM.;DEBE;HABER;SALDO;CONCEPTO.;FECHA DE PRESTACIÓN;ID EMPRESA;EMPRESA;FECHA ENTREGA;ClaveCtaCtte;;;FECHA;REF.;LET.;SUC.;NUM.;IMPORTE;ID EMPRESA;EMPRESA;CONVENIO;TEXTO:FACTURA:1;TEXTO:FACTURA:2;TEXTO:NOTA:1;TEXTO:NOTA:2;ClaveFactura;Adm- Rep Cta Ctte empresas
2/1/2024;FA;A;20;13238;28454,733;0;454549,091;FACTURACION DE SERVICIOS AL;7/12/2023;514;BAHIA SALUD S.R.L.;null;20240102-28454,73;;;2/1/2024;FA;A;20;13238;28454,733;514;- BAHIA SALUD S.R.L.;1614 - EXTRANJEROS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;PRESTACIONES MEDICAS - PTE_NELLY VILLEGAS MONDRAGON;20240102-28454,73;[Tabla]
2/1/2024;FA;A;20;13239;59935,075;0;514484,166;FACTURACION DE SERVICIOS AL;8/12/2023;514;BAHIA SALUD S.R.L.;null;20240102-59935,08;;;2/1/2024;FA;A;20;13239;59935,075;514;- BAHIA SALUD S.R.L.;1614 - EXTRANJEROS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;PRESTACIONES MEDICAS - PTE_NAES MOHAMED;20240102-59935,08;[Tabla]
2/1/2024;FA;A;20;13240;42592,226;0;557076,392;FACTURACION DE SERVICIOS AL;9/12/2023;514;BAHIA SALUD S.R.L.;null;20240102-42592,23;;;2/1/2024;FA;A;20;13240;42592,226;514;- BAHIA SALUD S.R.L.;1614 - EXTRANJEROS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;PRESTACIONES MEDICAS - PTE_ANTOLINE CARLOS MITCHELL;20240102-42592,23;[Tabla]
2/1/2024;FA;A;20;13241;142068,326;0;699144,718;FACTURACION DE SERVICIOS AL;1/1/2024;514;BAHIA SALUD S.R.L.;null;20240102-142068,33;;;2/1/2024;FA;A;20;13241;142068,326;514;- BAHIA SALUD S.R.L.;1614 - EXTRANJEROS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;PRESTACIONES MEDICAS - PTE_WILLIS MARY ANNA;20240102-142068,33;[Tabla]
2/1/2024;FA;A;20;13242;20381,963;0;719526,681;FACTURACION DE SERVICIOS AL;2/12/2023;514;BAHIA SALUD S.R.L.;null;20240102-20381,96;;;2/1/2024;FA;A;20;13242;20381,963;514;- BAHIA SALUD S.R.L.;1614 - EXTRANJEROS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;PRESTACIONES MEDICAS - PTE_JENSEN KARIN;20240102-20381,96;[Tabla]
2/1/2024;FA;A;20;13243;90709,819;0;810236,5;FACTURACION DE SERVICIOS AL;1/12/2023;514;BAHIA SALUD S.R.L.;null;20240102-90709,82;;;2/1/2024;FA;A;20;13243;90709,819;514;- BAHIA SALUD S.R.L.;1614 - EXTRANJEROS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;PRESTACIONES MEDICAS - PTE_AGRAVIA CHRISTIAN GIMENA;20240102-90709,82;[Tabla]
2/1/2024;FA;A;49;678;8107,574;0;818344,074;FACTURACION DE SERVICIOS AL;28/12/2023;514;BAHIA SALUD S.R.L.;null;20240102-8107,57;;;2/1/2024;FA;A;49;678;8107,574;514;- BAHIA SALUD S.R.L.;1614 - EXTRANJEROS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO DE LABORATORIO - PTE_LASTIMOSA MARY ANN SABEJON;20240102-8107,57;[Tabla]
2/1/2024;FA;A;49;679;12030,596;0;830374,67;FACTURACION DE SERVICIOS AL;30/12/2023;514;BAHIA SALUD S.R.L.;null;20240102-12030,6;;;2/1/2024;FA;A;49;679;12030,596;514;- BAHIA SALUD S.R.L.;1614 - EXTRANJEROS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO DE LABORATORIO - PTE_ANTONILE CARLOS MITCHELL;20240102-12030,6;[Tabla]
2/1/2024;FA;A;49;680;2484,575;0;832859,245;FACTURACION DE SERVICIOS AL;29/12/2023;514;BAHIA SALUD S.R.L.;null;20240102-2484,58;;;2/1/2024;FA;A;49;680;2484,575;514;- BAHIA SALUD S.R.L.;1614 - EXTRANJEROS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO DE LABORATORIO - PTE_CASOLI PEDRO FEDERICO;20240102-2484,58;[Tabla]
2/1/2024;FA;Y;1;202312;3294458,038;0;127317,283;FACTURACION DE SERVICIOS AL;28/1/2024;74;O.S. E.F.;null;20240102-3294458,04;;;2/1/2024;FA;Y;1;202312;3294458,038;74;- O.S. E.F.;74 - O.S.E.F.;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A AFILIADOS DE ESA OBRA SOCIAL .-;por prestaciones efectuadas a personal afiliado a esa O. Social.-;LABORATORIO - DICIEMBRE 2023;20240102-3294458,04;[Tabla]
2/1/2024;FA;B;20;23334;249022,088;0;376339,371;FACTURACION DE SERVICIOS AL;28/1/2024;49;PAMI - I.N.S.S.J.P.-USH;null;20240102-249022,09;;;2/1/2024;FA;B;20;23334;249022,088;49;- PAMI - I.N.S.S.J.P.-USH;49 - SOLO AMBULATORIO;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A AFILIADOS DE ESA OBRA SOCIAL .-;DC 12/2023;ADICIONAL POR FORMACION MEDICA CONTINUADA 12/2023;20240102-249022,09;[Tabla]
2/1/2024;FA;B;20;23333;8442893,281;0;819232,652;FACTURACION DE SERVICIOS AL;28/1/2024;49;PAMI - I.N.S.S.J.P.-USH;null;20240102-8442893,28;;;2/1/2024;FA;B;20;23333;8442893,281;49;- PAMI - I.N.S.S.J.P.-USH;49 - SOLO AMBULATORIO;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A AFILIADOS DE ESA OBRA SOCIAL .-;VETERANO DE GUERRA 11/2023 - CONSULTA MC 11/2023;PAGO POR PRESTACION 11/2023 - ONCOLOGIA 11/2023;20240102-8442893,28;[Tabla]
2/1/2024;FA;B;20;23332;714,402;0;819947,054;FACTURACION DE SERVICIOS AL;28/1/2024;49;PAMI - I.N.S.S.J.P.-USH;null;20240102-714,4;;;2/1/2024;FA;B;20;23332;714,402;49;- PAMI - I.N.S.S.J.P.-USH;49 - SOLO AMBULATORIO;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A AFILIADOS DE ESA OBRA SOCIAL .-;por prestaciones efectuadas a personal afiliado a esa O. Social.-;CONSULTA MC 10/2023;20240102-714,4;[Tabla]
2/1/2024;FA;B;20;23331;1651756,318;0;471703,372;FACTURACION DE SERVICIOS AL;28/1/2024;49;PAMI - I.N.S.S.J.P.-USH;null;20240102-1651756,32;;;2/1/2024;FA;B;20;23331;1651756,318;49;- PAMI - I.N.S.S.J.P.-USH;49 - SOLO AMBULATORIO;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A AFILIADOS DE ESA OBRA SOCIAL .-;AJUSTE DC 09/2023;VETERANO DE GUERRA 09/2023 - CONSULTA MC 09/2023;20240102-1651756,32;[Tabla]
2/1/2024;FA;B;20;23330;3947,412;0;475650,784;FACTURACION DE SERVICIOS AL;28/1/2024;49;PAMI - I.N.S.S.J.P.-USH;null;20240102-3947,41;;;2/1/2024;FA;B;20;23330;3947,412;49;- PAMI - I.N.S.S.J.P.-USH;49 - SOLO AMBULATORIO;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A AFILIADOS DE ESA OBRA SOCIAL .-;por prestaciones efectuadas a personal afiliado a esa O. Social.-;CONSULTA MC 08/2023 - PAGO POR PRESTACION 08/2023;20240102-3947,41;[Tabla]
2/1/2024;FA;B;20;23329;420,237;0;476071,021;FACTURACION DE SERVICIOS AL;28/1/2024;49;PAMI - I.N.S.S.J.P.-USH;null;20240102-420,24;;;2/1/2024;FA;B;20;23329;420,237;49;- PAMI - I.N.S.S.J.P.-USH;49 - SOLO AMBULATORIO;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A AFILIADOS DE ESA OBRA SOCIAL .-;por prestaciones efectuadas a personal afiliado a esa O. Social.-;CONSULTA MC 07/2023;20240102-420,24;[Tabla]
2/1/2024;FA;B;20;23325;13562,64;0;489633,661;FACTURACION DE SERVICIOS AL;28/1/2024;200;PARTICULARES;null;20240102-13562,64;;;2/1/2024;FA;B;20;23325;13562,64;200;- PARTICULARES;202 - EXTRANJEROS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO DE ATENCION EN GUARDIA;20240102-13562,64;[Tabla]
3/1/2024;NC;B;20;3678;0;13562,64;476071,021;null;null;200;PARTICULARES;3/1/2024;20240103-0;;;3/1/2024;NC;B;20;3678;13562,64;200;- PARTICULARES;202 - EXTRANJEROS;CPTO:;CMTR:ANULA FACTURA 20-23325;GENERADO MANUALMENTE SIN DETALLE;null;20240103-13562,64;[Tabla]
3/1/2024;FA;B;49;350;3294458,038;0;770529,059;FACTURACION DE SERVICIOS AL;28/1/2024;74;O.S. E.F.;null;20240103-3294458,04;;;3/1/2024;FA;B;49;350;3294458,038;74;- O.S. E.F.;74 - O.S.E.F.;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A AFILIADOS DE ESA OBRA SOCIAL .-;por prestaciones efectuadas a personal afiliado a esa O. Social.-;SERVICIO DE LABORATORIO;20240103-3294458,04;[Tabla]
3/1/2024;NC;B;49;112;0;3294458,038;-523928,979;null;null;74;O.S. E.F.;3/1/2024;20240103-0;;;3/1/2024;NC;B;49;112;3294458,038;74;- O.S. E.F.;74 - O.S.E.F.;CPTO:;CMTR:ANULA FACTURA 49-112;GENERADO MANUALMENTE SIN DETALLE;null;20240103-3294458,04;[Tabla]
3/1/2024;FA;A;130;18;3051,44;0;-520877,539;FACTURACION DE SERVICIOS AL;15/12/2023;57;SWISS MEDICAL S.A.;8/1/2024;20240103-3051,44;;;3/1/2024;FA;A;130;18;3051,44;57;- SWISS MEDICAL S.A.;9057 - TOLHUIN - SWISS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A AFILIADOS DE ESA OBRA SOCIAL .-;por prestaciones efectuadas a personal afiliado a esa O. Social.-;PRESTACIONES DE DICIEMBRE - LABORATORIO TOLHUIN;20240103-3051,44;[Tabla]
3/1/2024;FC;A;97;1171;0;363213,384;-884090,923;null;null;57;SWISS MEDICAL S.A.;3/1/2024;20240103-0;;;3/1/2024;FC;A;97;1171;363213,384;57;- SWISS MEDICAL S.A.;57 - SWISS MEDICAL;CPTO:;CMTR:LABORATORIO;GENERADO MANUALMENTE SIN DETALLE;null;20240103-363213,38;[Tabla]
3/1/2024;NC;A;97;947;0;363213,384;-247304,307;null;null;57;SWISS MEDICAL S.A.;3/1/2024;20240103-0;;;3/1/2024;NC;A;97;947;363213,384;57;- SWISS MEDICAL S.A.;57 - SWISS MEDICAL;CPTO:;CMTR:ANULA FACTURA 97-1171;GENERADO MANUALMENTE SIN DETALLE;null;20240103-363213,38;[Tabla]
3/1/2024;FA;A;128;11;363213,384;0;115909,077;FACTURACION DE SERVICIOS AL;20/12/2023;57;SWISS MEDICAL S.A.;8/1/2024;20240103-363213,38;;;3/1/2024;FA;A;128;11;363213,384;57;- SWISS MEDICAL S.A.;57 - SWISS MEDICAL;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A AFILIADOS DE ESA OBRA SOCIAL .-;por prestaciones efectuadas a personal afiliado a esa O. Social.-;PRESTACIONES DE NOV Y DIC - LABORATORIO;20240103-363213,38;[Tabla]
3/1/2024;FA;B;130;11;10643,796;0;126552,873;FACTURACION DE SERVICIOS AL;15/12/2023;144;ASOCIACION MUTUAL SANCOR116190;8/1/2024;20240103-10643,8;;;3/1/2024;FA;B;130;11;10643,796;144;- ASOCIACION MUTUAL SANCOR116190;9144 - TOLHUIN - SANCOR;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A AFILIADOS DE ESA OBRA SOCIAL .-;por prestaciones efectuadas a personal afiliado a esa O. Social.-;PRESTACIONES DE DICIEMBRE - LABORATORIO TOLHUIN;20240103-10643,8;[Tabla]
3/1/2024;FA;B;49;352;5184,432;0;131737,305;FACTURACION DE SERVICIOS AL;1/12/2023;144;ASOCIACION MUTUAL SANCOR116190;8/1/2024;20240103-5184,43;;;3/1/2024;FA;B;49;352;5184,432;144;- ASOCIACION MUTUAL SANCOR116190;144 - SANCOR;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A AFILIADOS DE ESA OBRA SOCIAL .-;por prestaciones efectuadas a personal afiliado a esa O. Social.-;PRESTACIONES DE DICIEMBRE - LABORATORIO C/VIRAL;20240103-5184,43;[Tabla]
3/1/2024;FA;B;49;353;579176,676;0;710913,981;FACTURACION DE SERVICIOS AL;20/12/2023;144;ASOCIACION MUTUAL SANCOR116190;8/1/2024;20240103-579176,68;;;3/1/2024;FA;B;49;353;579176,676;144;- ASOCIACION MUTUAL SANCOR116190;144 - SANCOR;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A AFILIADOS DE ESA OBRA SOCIAL .-;por prestaciones efectuadas a personal afiliado a esa O. Social.-;PRESTACIONES DE DICIEMBRE - LABORATORIO;20240103-579176,68;[Tabla]
3/1/2024;NC;B;20;3679;0;132454,879;578459,102;DEBITO PARCIAL S/FB 20-23100 -;INTENACION;46;GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;3/1/2024;20240103-0;;;3/1/2024;NC;B;20;3679;132454,879;46;- GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;46 - ACCIÓN SOCIAL;CPTO:DEBITO PARCIAL S/FB 20-23100 - INTENACION;CMTR:;GENERADO MANUALMENTE SIN DETALLE;null;20240103-132454,88;[Tabla]
3/1/2024;FA;A;20;13244;421486,811;0;999945,913;FACTURACION DE SERVICIOS AL;28/12/2023;199;PAX & CREW S.R.L.;4/1/2024;20240103-421486,81;;;3/1/2024;FA;A;20;13244;421486,811;199;- PAX & CREW S.R.L.;199 - PASAJEROS & TRIPULAN;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO DE INTERNACION - PTE_SILVERMAN LAUREN HARRIETT;20240103-421486,81;[Tabla]
3/1/2024;FA;A;49;681;5622,994;0;5568,907;FACTURACION DE SERVICIOS AL;2/1/2024;514;BAHIA SALUD S.R.L.;null;20240103-5622,99;;;3/1/2024;FA;A;49;681;5622,994;514;- BAHIA SALUD S.R.L.;1614 - EXTRANJEROS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO DE LABORATORIO - PTE_CASTILLO MARTINEZ LIZI DAIYINI;20240103-5622,99;[Tabla]
3/1/2024;FA;A;20;13245;100134,559;0;105703,466;FACTURACION DE SERVICIOS AL;1/1/2024;514;BAHIA SALUD S.R.L.;null;20240103-100134,56;;;3/1/2024;FA;A;20;13245;100134,559;514;- BAHIA SALUD S.R.L.;1614 - EXTRANJEROS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;PRESTACIONES MEDICAS - PTE_AGBADA ERIC;20240103-100134,56;[Tabla]
3/1/2024;FA;A;20;13246;18364,653;0;124068,119;FACTURACION DE SERVICIOS AL;3/1/2024;514;BAHIA SALUD S.R.L.;null;20240103-18364,65;;;3/1/2024;FA;A;20;13246;18364,653;514;- BAHIA SALUD S.R.L.;1614 - EXTRANJEROS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;PRESTACIONES MEDICAS - PTE_ANTOLINE CARLOS MITCHELL;20240103-18364,65;[Tabla]
3/1/2024;FA;A;20;13247;37295,356;0;161363,475;FACTURACION DE SERVICIOS AL;4/1/2024;514;BAHIA SALUD S.R.L.;null;20240103-37295,36;;;3/1/2024;FA;A;20;13247;37295,356;514;- BAHIA SALUD S.R.L.;1614 - EXTRANJEROS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;PRESTACIONES MEDICAS - PTE_BEHRMAN GEB;20240103-37295,36;[Tabla]
